CKPT_TYPE,THREADS,SPEC_WINDOW,OBJECTS,M,P_SHIFT,SPEC_WINDOWS,ROLLBACKS,TOTAL_EVENTS,COMMITTED_EVENTS,FILTERED_EVENTS
grid_ckpt,10,0.25,1024,100,5,1130,0,18835941,18835941,0
grid_ckpt,10,0.25,1024,100,5,1130,0,18814679,18814679,0
chunk_ckpt,10,0.25,1024,100,5,244,0,4093028,4093028,0
chunk_ckpt,10,0.25,1024,100,5,245,0,4100287,4100287,0
chunk_ckpt,10,0.25,1024,100,5,245,0,4101294,4101294,0
chunk_ckpt,10,0.25,1024,100,5,244,0,4095416,4095416,0
chunk_ckpt,10,0.25,1024,100,5,244,0,4095400,4095400,0
full_ckpt,10,0.25,1024,100,5,135,0,2271014,2271014,0
full_ckpt,10,0.25,1024,100,5,134,0,2263576,2263576,0
full_ckpt,10,0.25,1024,100,5,134,0,2260557,2260557,0
full_ckpt,10,0.25,1024,100,5,134,0,2262931,2262931,0
full_ckpt,10,0.25,1024,100,5,134,0,2260557,2260557,0
mmap_mv,10,0.25,1024,100,5,136,0,2339900,2339900,0
mmap_mv,10,0.25,1024,100,5,136,0,2337942,2337942,0
mmap_mv,10,0.25,1024,100,5,9,0,229303,229303,0
mmap_mv,10,0.25,1024,100,5,136,0,2339228,2339228,0
mmap_mv,10,0.25,1024,100,5,136,0,2335744,2335744,0
grid_ckpt,10,0.25,1024,100,6,1832,0,30525094,30525094,0
grid_ckpt,10,0.25,1024,100,6,1819,0,30300086,30300086,0
grid_ckpt,10,0.25,1024,100,6,1812,0,30189972,30189972,0
grid_ckpt,10,0.25,1024,100,6,1832,0,30531330,30531330,0
grid_ckpt,10,0.25,1024,100,6,1832,0,30509082,30509082,0
chunk_ckpt,10,0.25,1024,100,6,453,0,7528992,7528992,0
chunk_ckpt,10,0.25,1024,100,6,453,0,7543018,7543018,0
chunk_ckpt,10,0.25,1024,100,6,454,0,7545422,7545422,0
chunk_ckpt,10,0.25,1024,100,6,453,0,7538225,7538225,0
chunk_ckpt,10,0.25,1024,100,6,453,0,7539924,7539924,0
full_ckpt,10,0.25,1024,100,6,139,0,2344037,2344037,0
full_ckpt,10,0.25,1024,100,6,138,0,2327585,2327585,0
full_ckpt,10,0.25,1024,100,6,137,0,2310775,2310775,0
full_ckpt,10,0.25,1024,100,6,138,0,2327585,2327585,0
full_ckpt,10,0.25,1024,100,6,138,0,2327585,2327585,0
mmap_mv,10,0.25,1024,100,6,248,0,4154132,4154132,0
mmap_mv,10,0.25,1024,100,6,24,0,525174,525174,0
mmap_mv,10,0.25,1024,100,6,249,0,4159284,4159284,0
mmap_mv,10,0.25,1024,100,6,249,0,4160207,4160207,0
mmap_mv,10,0.25,1024,100,6,249,0,4162138,4162138,0
grid_ckpt,10,0.25,1024,100,7,2723,0,45355951,45355951,0
grid_ckpt,10,0.25,1024,100,7,2678,0,44593078,44593078,0
grid_ckpt,10,0.25,1024,100,7,2707,0,45086182,45086182,0
grid_ckpt,10,0.25,1024,100,7,2728,0,45437281,45437281,0
grid_ckpt,10,0.25,1024,100,7,2719,0,45296001,45296001,0
chunk_ckpt,10,0.25,1024,100,7,813,0,13536769,13536769,0
chunk_ckpt,10,0.25,1024,100,7,814,0,13552387,13552387,0
chunk_ckpt,10,0.25,1024,100,7,815,0,13564126,13564126,0
chunk_ckpt,10,0.25,1024,100,7,814,0,13558006,13558006,0
chunk_ckpt,10,0.25,1024,100,7,813,0,13536217,13536217,0
full_ckpt,10,0.25,1024,100,7,140,0,2358598,2358598,0
full_ckpt,10,0.25,1024,100,7,140,0,2369514,2369514,0
full_ckpt,10,0.25,1024,100,7,140,0,2358598,2358598,0
full_ckpt,10,0.25,1024,100,7,139,0,2341858,2341858,0
full_ckpt,10,0.25,1024,100,7,139,0,2341858,2341858,0
mmap_mv,10,0.25,1024,100,7,419,0,6975229,6975229,0
mmap_mv,10,0.25,1024,100,7,420,0,7004336,7004336,0
mmap_mv,10,0.25,1024,100,7,422,0,7022599,7022599,0
mmap_mv,10,0.25,1024,100,7,421,0,7010717,7010717,0
mmap_mv,10,0.25,1024,100,7,421,0,7014444,7014444,0
grid_ckpt,10,0.25,1024,100,8,3433,0,57160061,57160061,0
grid_ckpt,10,0.25,1024,100,8,3540,0,58945914,58945914,0
grid_ckpt,10,0.25,1024,100,8,3531,0,58786685,58786685,0
grid_ckpt,10,0.25,1024,100,8,3456,0,57527765,57527765,0
grid_ckpt,10,0.25,1024,100,8,3558,0,59240139,59240139,0
chunk_ckpt,10,0.25,1024,100,8,1345,0,22388897,22388897,0
chunk_ckpt,10,0.25,1024,100,8,1335,0,22226277,22226277,0
chunk_ckpt,10,0.25,1024,100,8,1337,0,22254226,22254226,0
chunk_ckpt,10,0.25,1024,100,8,1348,0,22446192,22446192,0
chunk_ckpt,10,0.25,1024,100,8,1344,0,22364338,22364338,0
full_ckpt,10,0.25,1024,100,8,142,0,2389867,2389867,0
full_ckpt,10,0.25,1024,100,8,141,0,2375285,2375285,0
full_ckpt,10,0.25,1024,100,8,141,0,2371192,2371192,0
full_ckpt,10,0.25,1024,100,8,140,0,2358598,2358598,0
full_ckpt,10,0.25,1024,100,8,141,0,2375285,2375285,0
mmap_mv,10,0.25,1024,100,8,631,0,10473127,10473127,0
mmap_mv,10,0.25,1024,100,8,636,0,10578189,10578189,0
mmap_mv,10,0.25,1024,100,8,636,0,10568122,10568122,0
mmap_mv,10,0.25,1024,100,8,106,0,1850601,1850601,0
mmap_mv,10,0.25,1024,100,8,632,0,10497219,10497219,0
grid_ckpt,10,0.5,128,1,4,43254,1760,1807823,1807518,305
grid_ckpt,10,0.5,128,1,4,43543,1752,1819671,1819365,306
grid_ckpt,10,0.5,128,1,4,43143,1737,1803046,1802751,295
grid_ckpt,10,0.5,128,1,4,43187,1736,1804987,1804699,288
grid_ckpt,10,0.5,128,1,4,43234,1745,1806915,1806617,298
chunk_ckpt,10,0.5,128,1,4,11812,500,492249,492167,82
chunk_ckpt,10,0.5,128,1,4,11814,500,492335,492260,75
chunk_ckpt,10,0.5,128,1,4,11771,492,490411,490333,78
chunk_ckpt,10,0.5,128,1,4,11733,501,488773,488690,83
chunk_ckpt,10,0.5,128,1,4,11813,498,492263,492184,79
full_ckpt,10,0.5,128,1,4,1234,56,52826,52820,6
full_ckpt,10,0.5,128,1,4,1240,57,53100,53093,7
full_ckpt,10,0.5,128,1,4,1231,56,52690,52684,6
full_ckpt,10,0.5,128,1,4,1234,56,52826,52820,6
full_ckpt,10,0.5,128,1,4,1237,57,52972,52965,7
mmap_mv,10,0.5,128,1,4,11748,504,490408,490328,80
mmap_mv,10,0.5,128,1,4,12329,504,495971,495889,82
mmap_mv,10,0.5,128,1,4,11758,529,485225,485133,92
mmap_mv,10,0.5,128,1,4,11642,501,478789,478687,102
mmap_mv,10,0.5,128,1,4,11696,490,481407,481300,107
grid_ckpt,10,0.5,128,1,5,82834,3431,3439048,3438485,563
grid_ckpt,10,0.5,128,1,5,82604,3302,3444453,3443892,561
grid_ckpt,10,0.5,128,1,5,83121,3344,3466254,3465696,558
grid_ckpt,10,0.5,128,1,5,82429,3325,3431933,3431349,584
grid_ckpt,10,0.5,128,1,5,83024,3323,3461972,3461410,562
chunk_ckpt,10,0.5,128,1,5,18402,773,769207,769073,134
chunk_ckpt,10,0.5,128,1,5,18353,766,767216,767087,129
chunk_ckpt,10,0.5,128,1,5,18491,770,772960,772825,135
chunk_ckpt,10,0.5,128,1,5,18466,769,771862,771725,137
chunk_ckpt,10,0.5,128,1,5,18505,771,773463,773333,130
full_ckpt,10,0.5,128,1,5,1244,58,53279,53272,7
full_ckpt,10,0.5,128,1,5,1247,58,53406,53399,7
full_ckpt,10,0.5,128,1,5,1245,60,53332,53325,7
full_ckpt,10,0.5,128,1,5,1245,57,53316,53309,7
full_ckpt,10,0.5,128,1,5,1247,58,53406,53399,7
mmap_mv,10,0.5,128,1,5,19988,783,814801,814672,129
mmap_mv,10,0.5,128,1,5,19694,788,791230,791069,161
mmap_mv,10,0.5,128,1,5,19905,786,794689,794553,136
mmap_mv,10,0.5,128,1,5,19664,804,793770,793641,129
mmap_mv,10,0.5,128,1,5,19314,807,774738,774591,147
grid_ckpt,10,0.5,128,1,6,135434,5534,5584407,5583491,916
grid_ckpt,10,0.5,128,1,6,134436,5561,5557253,5556310,943
grid_ckpt,10,0.5,128,1,6,133494,5471,5520855,5519955,900
grid_ckpt,10,0.5,128,1,6,135215,5507,5634046,5633137,909
grid_ckpt,10,0.5,128,1,6,135964,5397,5573929,5573035,894
chunk_ckpt,10,0.5,128,1,6,30263,1228,1264078,1263853,225
chunk_ckpt,10,0.5,128,1,6,30294,1220,1265335,1265116,219
chunk_ckpt,10,0.5,128,1,6,29833,1205,1245941,1245728,213
chunk_ckpt,10,0.5,128,1,6,30418,1219,1270478,1270259,219
chunk_ckpt,10,0.5,128,1,6,30127,1226,1258285,1258064,221
full_ckpt,10,0.5,128,1,6,1249,59,53489,53483,6
full_ckpt,10,0.5,128,1,6,1251,57,53584,53578,6
full_ckpt,10,0.5,128,1,6,1251,58,53586,53579,7
full_ckpt,10,0.5,128,1,6,1251,58,53588,53581,7
full_ckpt,10,0.5,128,1,6,1251,56,53576,53570,6
mmap_mv,10,0.5,128,1,6,33919,1342,1358904,1358666,238
mmap_mv,10,0.5,128,1,6,33983,1368,1370685,1370437,248
mmap_mv,10,0.5,128,1,6,34643,1373,1393820,1393590,230
mmap_mv,10,0.5,128,1,6,19089,834,781305,781149,156
mmap_mv,10,0.5,128,1,6,34865,1386,1399695,1399450,245
grid_ckpt,10,0.5,128,1,7,200414,8298,8308408,8307054,1354
grid_ckpt,10,0.5,128,1,7,200827,8344,8364071,8362719,1352
grid_ckpt,10,0.5,128,1,7,201291,8424,8366821,8365424,1397
grid_ckpt,10,0.5,128,1,7,202167,8364,8426314,8424930,1384
grid_ckpt,10,0.5,128,1,7,200230,8374,8324355,8322948,1407
chunk_ckpt,10,0.5,128,1,7,56702,2320,2372176,2371762,414
chunk_ckpt,10,0.5,128,1,7,55741,2259,2326981,2326586,395
chunk_ckpt,10,0.5,128,1,7,55840,2291,2336184,2335784,400
chunk_ckpt,10,0.5,128,1,7,57047,2347,2386781,2386367,414
chunk_ckpt,10,0.5,128,1,7,55516,2231,2315721,2315342,379
full_ckpt,10,0.5,128,1,7,1256,59,53834,53828,6
full_ckpt,10,0.5,128,1,7,1240,60,53111,53104,7
full_ckpt,10,0.5,128,1,7,1253,58,53688,53682,6
full_ckpt,10,0.5,128,1,7,1254,59,53737,53730,7
full_ckpt,10,0.5,128,1,7,1252,58,53627,53621,6
mmap_mv,10,0.5,128,1,7,67488,2676,2726950,2726497,453
mmap_mv,10,0.5,128,1,7,67992,2837,2760842,2760367,475
mmap_mv,10,0.5,128,1,7,67410,2699,2736722,2736263,459
mmap_mv,10,0.5,128,1,7,38781,1546,1555430,1555156,274
mmap_mv,10,0.5,128,1,7,68996,2844,2806919,2806428,491
grid_ckpt,10,0.5,128,1,8,261894,10443,10601113,10599397,1716
grid_ckpt,10,0.5,128,1,8,265704,10686,10739947,10738188,1759
grid_ckpt,10,0.5,128,1,8,258734,10371,10430141,10428425,1716
grid_ckpt,10,0.5,128,1,8,259471,11050,10763646,10761745,1901
grid_ckpt,10,0.5,128,1,8,258627,10660,10535027,10533207,1820
chunk_ckpt,10,0.5,128,1,8,105299,4220,4317413,4316712,701
chunk_ckpt,10,0.5,128,1,8,105774,4259,4309839,4309164,675
chunk_ckpt,10,0.5,128,1,8,104491,4145,4296933,4296211,722
chunk_ckpt,10,0.5,128,1,8,104183,4072,4281119,4280454,665
chunk_ckpt,10,0.5,128,1,8,101828,4135,4241528,4240843,685
full_ckpt,10,0.5,128,1,8,1248,60,53441,53434,7
full_ckpt,10,0.5,128,1,8,1249,58,53487,53481,6
full_ckpt,10,0.5,128,1,8,1250,61,53536,53529,7
full_ckpt,10,0.5,128,1,8,1256,59,53835,53828,7
full_ckpt,10,0.5,128,1,8,1257,59,53885,53878,7
mmap_mv,10,0.5,128,1,8,113830,4855,4682072,4681209,863
mmap_mv,10,0.5,128,1,8,116044,4855,4745735,4744856,879
mmap_mv,10,0.5,128,1,8,115568,4778,4740070,4739192,878
mmap_mv,10,0.5,128,1,8,116710,4694,4754655,4753813,842
mmap_mv,10,0.5,128,1,8,117927,4729,4726335,4725523,812
grid_ckpt,10,0.5,128,10,4,11198,35017,4591963,4504917,87046
grid_ckpt,10,0.5,128,10,4,11219,35160,4600116,4512559,87557
grid_ckpt,10,0.5,128,10,4,11160,35385,4569669,4481318,88351
grid_ckpt,10,0.5,128,10,4,11159,34919,4579594,4492324,87270
grid_ckpt,10,0.5,128,10,4,11175,35167,4580674,4493060,87614
chunk_ckpt,10,0.5,128,10,4,2845,9175,1192384,1169259,23125
chunk_ckpt,10,0.5,128,10,4,2841,9315,1189321,1165726,23595
chunk_ckpt,10,0.5,128,10,4,2837,9300,1193968,1169984,23984
chunk_ckpt,10,0.5,128,10,4,2841,9266,1192616,1169237,23379
chunk_ckpt,10,0.5,128,10,4,2836,9347,1189614,1165778,23836
full_ckpt,10,0.5,128,10,4,1135,3669,475676,466319,9357
full_ckpt,10,0.5,128,10,4,1133,3691,475297,465772,9525
full_ckpt,10,0.5,128,10,4,1133,3760,478084,468329,9755
full_ckpt,10,0.5,128,10,4,1135,3729,474686,465155,9531
full_ckpt,10,0.5,128,10,4,1140,3600,475186,466004,9182
mmap_mv,10,0.5,128,10,4,2254,7100,937205,918481,18724
mmap_mv,10,0.5,128,10,4,2255,7263,938409,919399,19010
mmap_mv,10,0.5,128,10,4,797,2489,329191,322828,6363
mmap_mv,10,0.5,128,10,4,789,2465,328586,322126,6460
mmap_mv,10,0.5,128,10,4,2241,7250,943503,924293,19210
grid_ckpt,10,0.5,128,10,5,22823,67916,9064226,8899471,164755
grid_ckpt,10,0.5,128,10,5,22870,66133,8897221,8740609,156612
grid_ckpt,10,0.5,128,10,5,23051,66604,8976897,8818861,158036
grid_ckpt,10,0.5,128,10,5,22912,66927,8997334,8837347,159987
grid_ckpt,10,0.5,128,10,5,22876,66460,8961285,8802450,158835
chunk_ckpt,10,0.5,128,10,5,4719,15148,1960043,1922060,37983
chunk_ckpt,10,0.5,128,10,5,4699,14961,1948703,1910883,37820
chunk_ckpt,10,0.5,128,10,5,4684,15168,1950315,1912102,38213
chunk_ckpt,10,0.5,128,10,5,4686,15154,1961652,1923137,38515
chunk_ckpt,10,0.5,128,10,5,4720,15097,1957388,1919812,37576
full_ckpt,10,0.5,128,10,5,1184,3662,487994,478672,9322
full_ckpt,10,0.5,128,10,5,1188,3755,492546,483138,9408
full_ckpt,10,0.5,128,10,5,1184,3796,487238,477736,9502
full_ckpt,10,0.5,128,10,5,1184,3715,488018,478698,9320
full_ckpt,10,0.5,128,10,5,1187,3657,489204,479983,9221
mmap_mv,10,0.5,128,10,5,4047,13150,1686761,1651861,34900
mmap_mv,10,0.5,128,10,5,3980,12790,1669296,1635109,34187
mmap_mv,10,0.5,128,10,5,4035,12982,1682589,1648362,34227
mmap_mv,10,0.5,128,10,5,1543,4864,646423,633486,12937
mmap_mv,10,0.5,128,10,5,3961,12999,1660295,1625990,34305
grid_ckpt,10,0.5,128,10,6,41744,106055,15115334,14881052,234282
grid_ckpt,10,0.5,128,10,6,41546,108520,15316935,15072157,244778
grid_ckpt,10,0.5,128,10,6,41460,108028,15264346,15020924,243422
grid_ckpt,10,0.5,128,10,6,41294,108228,15195729,14952625,243104
grid_ckpt,10,0.5,128,10,6,41816,106482,15143168,14907271,235897
chunk_ckpt,10,0.5,128,10,6,7861,24433,3207094,3146666,60428
chunk_ckpt,10,0.5,128,10,6,7914,25108,3270977,3208321,62656
chunk_ckpt,10,0.5,128,10,6,7870,24485,3208474,3147971,60503
chunk_ckpt,10,0.5,128,10,6,7877,25060,3260958,3197934,63024
chunk_ckpt,10,0.5,128,10,6,7956,25119,3275712,3212533,63179
full_ckpt,10,0.5,128,10,6,1207,3839,496491,487018,9473
full_ckpt,10,0.5,128,10,6,1200,3767,491786,482327,9459
full_ckpt,10,0.5,128,10,6,1200,3730,488799,479444,9355
full_ckpt,10,0.5,128,10,6,1200,3662,491672,482652,9020
full_ckpt,10,0.5,128,10,6,1202,3865,496758,487046,9712
mmap_mv,10,0.5,128,10,6,3057,9948,1292561,1265590,26971
mmap_mv,10,0.5,128,10,6,7012,21901,2871473,2814577,56896
mmap_mv,10,0.5,128,10,6,7127,22079,2931750,2874156,57594
mmap_mv,10,0.5,128,10,6,3007,9859,1266959,1240628,26331
mmap_mv,10,0.5,128,10,6,7139,21693,2908898,2852470,56428
grid_ckpt,10,0.5,128,10,7,78267,160332,25000470,24685448,315022
grid_ckpt,10,0.5,128,10,7,80204,164556,25561162,25237258,323904
grid_ckpt,10,0.5,128,10,7,80241,166750,25808246,25476919,331327
grid_ckpt,10,0.5,128,10,7,79555,162390,25372531,25052880,319651
grid_ckpt,10,0.5,128,10,7,78524,160904,25098908,24781321,317587
chunk_ckpt,10,0.5,128,10,7,15241,44255,5981558,5876228,105330
chunk_ckpt,10,0.5,128,10,7,15481,45449,6121464,6012175,109289
chunk_ckpt,10,0.5,128,10,7,15616,45423,6143131,6034838,108293
chunk_ckpt,10,0.5,128,10,7,15251,44710,6031199,5923392,107807
chunk_ckpt,10,0.5,128,10,7,15480,45356,6110126,6001033,109093
full_ckpt,10,0.5,128,10,7,1208,3843,494402,484903,9499
full_ckpt,10,0.5,128,10,7,1211,3685,495272,485909,9363
full_ckpt,10,0.5,128,10,7,1211,3864,501029,491326,9703
full_ckpt,10,0.5,128,10,7,1211,3746,499920,490545,9375
full_ckpt,10,0.5,128,10,7,1211,3686,496353,487081,9272
mmap_mv,10,0.5,128,10,7,13745,40973,5499459,5394956,104503
mmap_mv,10,0.5,128,10,7,13651,41442,5514584,5407452,107132
mmap_mv,10,0.5,128,10,7,13879,41377,5535670,5428923,106747
mmap_mv,10,0.5,128,10,7,6082,19405,2508890,2457742,51148
mmap_mv,10,0.5,128,10,7,13555,39992,5396080,5293760,102320
grid_ckpt,10,0.5,128,10,8,126685,185364,33177615,32870338,307277
grid_ckpt,10,0.5,128,10,8,127527,189218,33656396,33341520,314876
grid_ckpt,10,0.5,128,10,8,125499,197176,34244578,33906164,338414
grid_ckpt,10,0.5,128,10,8,127009,195392,34283611,33954524,329087
grid_ckpt,10,0.5,128,10,8,123305,193793,33663338,33331327,332011
chunk_ckpt,10,0.5,128,10,8,30815,76571,11028837,10861483,167354
chunk_ckpt,10,0.5,128,10,8,30924,77196,11107490,10938742,168748
chunk_ckpt,10,0.5,128,10,8,30348,73850,10735476,10576394,159082
chunk_ckpt,10,0.5,128,10,8,30354,74903,10829568,10666079,163489
chunk_ckpt,10,0.5,128,10,8,30542,75201,10885822,10722174,163648
full_ckpt,10,0.5,128,10,8,1219,3796,498095,488548,9547
full_ckpt,10,0.5,128,10,8,1210,3794,494928,485502,9426
full_ckpt,10,0.5,128,10,8,1214,3778,496716,487292,9424
full_ckpt,10,0.5,128,10,8,1218,3626,499297,490142,9155
full_ckpt,10,0.5,128,10,8,1212,3799,498302,488770,9532
mmap_mv,10,0.5,128,10,8,25594,69858,9752795,9581257,171538
mmap_mv,10,0.5,128,10,8,25455,70197,9708060,9536337,171723
mmap_mv,10,0.5,128,10,8,26097,69142,9711673,9546216,165457
mmap_mv,10,0.5,128,10,8,11101,33175,4464795,4379608,85187
mmap_mv,10,0.5,128,10,8,25357,69626,9641754,9471227,170527
grid_ckpt,10,0.5,128,100,4,2071,166712,11686653,7821242,3865411
grid_ckpt,10,0.5,128,100,4,2063,166086,11637057,7790706,3846351
grid_ckpt,10,0.5,128,100,4,2052,166335,11629942,7772018,3857924
grid_ckpt,10,0.5,128,100,4,2099,167620,11700477,7849943,3850534
grid_ckpt,10,0.5,128,100,4,2082,167015,11687493,7828025,3859468
chunk_ckpt,10,0.5,128,100,4,290,28078,2042645,1291054,751591
chunk_ckpt,10,0.5,128,100,4,290,27937,2040340,1291773,748567
chunk_ckpt,10,0.5,128,100,4,291,27892,2033108,1289699,743409
chunk_ckpt,10,0.5,128,100,4,293,28053,2047076,1299007,748069
chunk_ckpt,10,0.5,128,100,4,291,27931,2041640,1293864,747776
full_ckpt,10,0.5,128,100,4,623,55709,4006561,2593768,1412793
full_ckpt,10,0.5,128,100,4,624,55285,3986219,2589163,1397056
full_ckpt,10,0.5,128,100,4,626,55353,3992122,2594137,1397985
full_ckpt,10,0.5,128,100,4,623,54953,3963645,2579056,1384589
full_ckpt,10,0.5,128,100,4,624,55070,3969842,2581721,1388121
mmap_mv,10,0.5,128,100,4,159,16104,1195253,733442,461811
mmap_mv,10,0.5,128,100,4,159,15992,1197252,735502,461750
mmap_mv,10,0.5,128,100,4,160,16095,1209380,742852,466528
mmap_mv,10,0.5,128,100,4,161,16059,1203697,742843,460854
mmap_mv,10,0.5,128,100,4,159,15944,1197413,735941,461472
grid_ckpt,10,0.5,128,100,5,4819,310628,21010999,14919848,6091151
grid_ckpt,10,0.5,128,100,5,4862,310094,20951668,14914482,6037186
grid_ckpt,10,0.5,128,100,5,4802,308618,20939187,14880664,6058523
grid_ckpt,10,0.5,128,100,5,4841,308849,20946043,14905379,6040664
grid_ckpt,10,0.5,128,100,5,4788,309860,21022410,14910790,6111620
chunk_ckpt,10,0.5,128,100,5,589,54503,3953434,2535301,1418133
chunk_ckpt,10,0.5,128,100,5,590,54451,3954362,2537619,1416743
chunk_ckpt,10,0.5,128,100,5,592,54867,3975861,2548958,1426903
chunk_ckpt,10,0.5,128,100,5,590,54641,3963137,2542064,1421073
chunk_ckpt,10,0.5,128,100,5,588,54748,3960497,2535868,1424629
full_ckpt,10,0.5,128,100,5,669,56959,4096840,2693018,1403822
full_ckpt,10,0.5,128,100,5,666,56852,4092809,2690271,1402538
full_ckpt,10,0.5,128,100,5,665,56796,4100040,2693217,1406823
full_ckpt,10,0.5,128,100,5,663,56841,4089529,2683332,1406197
full_ckpt,10,0.5,128,100,5,666,56693,4086200,2687495,1398705
mmap_mv,10,0.5,128,100,5,343,32863,2384040,1509754,874286
mmap_mv,10,0.5,128,100,5,343,32651,2373405,1506899,866506
mmap_mv,10,0.5,128,100,5,345,32746,2383237,1514011,869226
mmap_mv,10,0.5,128,100,5,344,32584,2374878,1508481,866397
